State,Constituency,O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Pct of Votes
Andhra Pradesh,Proddatur,3,Mallela Linga Reddy,Telugu Desam,64479,0,64479,35.57
Andhra Pradesh,Proddatur,4,Rachamallu Siva Prasad Reddy,Yuvajana Sramika Rythu Congress Party,107289,0,107289,59.18
Andhra Pradesh,Proddatur,5,Enja Soma Sekhar Reddy,Janasena Party,2439,0,2439,1.35
Andhra Pradesh,Proddatur,6,P Gurappa,Ambedkar National Congress,88,0,88,0.05
Andhra Pradesh,Proddatur,7,Palagiri Uma Sankar Reddy,Pyramid Party of India,153,0,153,0.08
Andhra Pradesh,Proddatur,8,P. Munireddy Bangaru,B. C. United Front,178,0,178,0.1
Andhra Pradesh,Proddatur,9,S. Hajivalli,Anna YSR Congress Party,79,0,79,0.04
Andhra Pradesh,Jammalamadugu,9,Anna Vijaya Shekar,Anna YSR Congress Party,62,0,62,0.03
Andhra Pradesh,Jammalamadugu,10,Vempalaku Ramanjaneyulu,Rashtriya Janata Dal,54,0,54,0.03
Andhra Pradesh,Jammalamadugu,11,Sudheer Reddy Maram Reddy,Praja Shanthi Party,119,0,119,0.06
Andhra Pradesh,Jammalamadugu,12,Abdul Khadhar Shaik,Independent,71,0,71,0.04
Andhra Pradesh,Jammalamadugu,13,Naga Subba Reddy Vela,Independent,85,0,85,0.04
Andhra Pradesh,Jammalamadugu,14,Venkata Krishnareddy Lakkireddy,Independent,131,0,131,0.06
Andhra Pradesh,Jammalamadugu,15,S.Sudhakar Reddy,Independent,389,0,389,0.19
Andhra Pradesh,Jammalamadugu,16,NOTA,None of the Above,2256,0,2256,1.11
Andhra Pradesh,Kamalapuram,10,GANDHAM MOHAN BABU,Independent,90,0,90,0.06
Andhra Pradesh,Kamalapuram,11,TADIGOTLA PRATAP REDDY,Republican Party of India (A),134,0,134,0.09
Andhra Pradesh,Kamalapuram,12,P. NAREN RAMANJULA REDDY,Independent,101,0,101,0.07
Andhra Pradesh,Kamalapuram,13,MACHUPALLE VENKATA SUBBA REDDY,Independent,83,0,83,0.05
Andhra Pradesh,Kamalapuram,14,YAMAVARAM CHANDRASEKHAR,Independent,269,0,269,0.17
Andhra Pradesh,Kamalapuram,15,HRUSHIKESHAVA REDDY VALLAMBAI,Independent,162,0,162,0.1
Andhra Pradesh,Kamalapuram,16,NOTA,None of the Above,1558,0,1558,1.01
Andhra Pradesh,Proddatur,10,Kanala Samel,Independent,135,0,135,0.07
Andhra Pradesh,Proddatur,11,Chinthala Shoban Babu,Independent,120,0,120,0.07
Andhra Pradesh,Proddatur,12,Dwarshala Gopinath Reddy,Independent,169,0,169,0.09
Andhra Pradesh,Proddatur,13,NOTA,None of the Above,1514,0,1514,0.84
Andhra Pradesh,Mydukur,1,Kotaiahgari Mallikharjuna Murthy,Indian National Congress,3614,3,3617,2.14
Andhra Pradesh,Mydukur,2,Sudhakar Yadav Putta,Telugu Desam,65468,38,65506,38.69
Andhra Pradesh,Mydukur,3,B P Venkata Pratap Reddy,Bharatiya Janata Party,962,24,986,0.58
Andhra Pradesh,Mydukur,4,Raghurami Reddy Settipally,Yuvajana Sramika Rythu Congress Party,94800,60,94860,56.03
Andhra Pradesh,Mydukur,5,Panditi Malhotra,Janasena Party,1819,5,1824,1.08
Andhra Pradesh,Mydukur,6,Rajarami Reddy Sriyapureddy,Anna YSR Congress Party,78,7,85,0.05
Andhra Pradesh,Mydukur,7,Devagudi Sreenivasulu,Pyramid Party of India,82,0,82,0.05
Andhra Pradesh,Allagadda,1,Akhila Priya Bhuma,Telugu Desam,57016,0,57016,38.04
Andhra Pradesh,Allagadda,2,Gangula Brijendra Reddy (Nani),Yuvajana Sramika Rythu Congress Party,85337,0,85337,56.93
Andhra Pradesh,Allagadda,3,Chakali Pullaiah,Indian National Congress,2100,0,2100,1.4
Andhra Pradesh,Allagadda,4,"Boreddy Lakshmi Reddy, Advocate",Bharatiya Janata Party,574,0,574,0.38
Andhra Pradesh,Allagadda,5,Sulam. Ramakrishnudu (R.K),Janasena Party,1684,0,1684,1.12
Andhra Pradesh,Allagadda,6,Annem. Naga Prathap Reddy,Independent,118,0,118,0.08
Andhra Pradesh,Allagadda,7,Yeddula Venkateswarlu,Independent,107,0,107,0.07
Andhra Pradesh,Mydukur,8,Iragamreddy Priyadarshini Reddy,Independent,115,1,116,0.07
Andhra Pradesh,Mydukur,9,Tupakula Gangadhar Reddy,Independent,264,0,264,0.16
Andhra Pradesh,Mydukur,10,Sankaraiah Putta,Independent,109,0,109,0.06
Andhra Pradesh,Mydukur,11,P Balaiah Yadav,Independent,239,0,239,0.14
Andhra Pradesh,Mydukur,12,NOTA,None of the Above,1613,2,1615,0.95
Andhra Pradesh,Srisailam,1,NAYAB SYED THASLIMA,Indian National Congress,1136,0,1136,0.77
Andhra Pradesh,Srisailam,2,BUDDA RAJASEKHARA REDDY,Telugu Desam,51893,0,51893,35.05
Andhra Pradesh,Srisailam,3,BUDDA SRIKANTH REDDY,Bharatiya Janata Party,1119,0,1119,0.76
Andhra Pradesh,Srisailam,4,SILPA CHAKRAPANI REDDY,Yuvajana Sramika Rythu Congress Party,89494,0,89494,60.45
Andhra Pradesh,Srisailam,5,ABDUL HAKEEM,Indian Union Muslim League,350,0,350,0.24
Andhra Pradesh,Srisailam,6,TALARI VENKATESWARLU,Pyramid Party of India,114,0,114,0.08
Andhra Pradesh,Srisailam,7,CH P MALLESWARUDU,Rashtriya Praja Congress  (Secular),92,0,92,0.06
Andhra Pradesh,Srisailam,8,SANNAPUREDDY SUJALA,Janasena Party,1918,0,1918,1.3
Andhra Pradesh,Srisailam,9,NARLA VENKATA RAGHAVA REDDY,Independent,180,0,180,0.12
Andhra Pradesh,Allagadda,8,Kamatham Subbaareddy,Independent,106,0,106,0.07
Andhra Pradesh,Allagadda,9,Kunduru Rami Reddy,Independent,123,0,123,0.08
Andhra Pradesh,Allagadda,10,Gangula Prathap,Independent,115,0,115,0.08
Andhra Pradesh,Allagadda,11,Gopireddy. Pullareddy,Independent,141,0,141,0.09
Andhra Pradesh,Allagadda,12,Boreddy Raja Sekhar Reddy,Independent,145,0,145,0.1
Andhra Pradesh,Allagadda,13,Dr.Yarranagu Prasad,Independent,213,0,213,0.14
Andhra Pradesh,Allagadda,14,C. Raghunadha Reddy,Independent,216,0,216,0.14
Andhra Pradesh,Allagadda,15,Varikuti. Hannamma,Independent,602,0,602,0.4
Andhra Pradesh,Allagadda,16,NOTA,None of the Above,1289,0,1289,0.86
Andhra Pradesh,Nandikotkur,1,ASHOKARATHNAM.C,Indian National Congress,1092,0,1092,0.98
Andhra Pradesh,Nandikotkur,2,THOGURU ARTHUR,Yuvajana Sramika Rythu Congress Party,65824,0,65824,59.18
Andhra Pradesh,Nandikotkur,3,BANDI JAYARAJU,Telugu Desam,40106,0,40106,36.06
Andhra Pradesh,Nandikotkur,4,ANNAPUREDDY BALA VENKAT,Janasena Party,2177,0,2177,1.96
Andhra Pradesh,Nandikotkur,5,PALLE. NAGARAJU,India Praja Bandhu Party,219,0,219,0.2
Andhra Pradesh,Nandikotkur,6,MURTHATI.RAJU,Independent,122,0,122,0.11
Andhra Pradesh,Nandikotkur,7,K.V.RAMANA,Independent,267,0,267,0.24
Andhra Pradesh,Nandikotkur,8,SAGiNELA VENKATESWARLU,Independent,193,0,193,0.17
Andhra Pradesh,Nandikotkur,9,NOTA,None of the Above,1230,0,1230,1.11
Andhra Pradesh,Srisailam,10,S MEER HUSSAIN,Independent,137,0,137,0.09
Andhra Pradesh,Srisailam,11,Y LOKESWARA REDDY,Independent,180,0,180,0.12
Andhra Pradesh,Srisailam,12,NOTA,None of the Above,1434,0,1434,0.97
Andhra Pradesh,Kurnool,1,Abdul Hafeez Khan,Yuvajana Sramika Rythu Congress Party,42990,0,42990,47.71
Andhra Pradesh,Kurnool,2,M. John Wilson,Indian National Congress,1780,0,1780,1.98
Andhra Pradesh,Kurnool,3,Teetla Shadrack,Communist Party of India  (Marxist),2200,0,2200,2.44
Andhra Pradesh,Kurnool,4,T.G. Bharath,Telugu Desam,40141,0,40141,44.55
Andhra Pradesh,Kurnool,5,Venkata Subba Reddy. B,Bharatiya Janata Party,1036,0,1036,1.15
Andhra Pradesh,Kurnool,6,Abdul Sattar (A.S.R),B. C. United Front,142,0,142,0.16
Andhra Pradesh,Kurnool,7,Abdul Hafeez Khan. B,Anna YSR Congress Party,64,0,64,0.07
Andhra Pradesh,Kurnool,8,Dr. Kakarawada Chinna Venkata Swamy,Praja Shanthi Party,126,0,126,0.14
Andhra Pradesh,Panyam,1,KATASANI RAMBHUPAL REDDY,Yuvajana Sramika Rythu Congress Party,67448,0,67448,55.86
Andhra Pradesh,Panyam,2,GOWRU CHARITHA REDDY,Telugu Desam,44196,0,44196,36.6
Andhra Pradesh,Panyam,3,G S NAGARAJU,Bharatiya Janata Party,1211,0,1211,1
Andhra Pradesh,Panyam,4,MADANABOINA NAGA MADHU YADAV,Indian National Congress,1336,0,1336,1.11
Andhra Pradesh,Panyam,5,KUMAR NAYAKANTI,India Praja Bandhu Party,193,0,193,0.16
Andhra Pradesh,Panyam,6,A GOWTHAM KRISHNA,Samajwadi Party,114,0,114,0.09
Andhra Pradesh,Panyam,7,CHINTHA SURESH BABU,Janasena Party,3785,0,3785,3.13
Andhra Pradesh,Panyam,8,BATHULA SESHASAYANA REDDY,Anna YSR Congress Party,67,0,67,0.06
Andhra Pradesh,Kurnool,9,Gorantla Ramanjaneyulu,Rayalaseema Rashtra Samithi,35,0,35,0.04
Andhra Pradesh,Kurnool,10,Chakravarthi Nayakanti,Samajwadi Forward Bloc,53,0,53,0.06
Andhra Pradesh,Kurnool,11,Paradesi. Yonathan,Indian Christian Front,35,0,35,0.04
Andhra Pradesh,Kurnool,12,Bandapalli Shiva Kumar,Republican Party of India (Khobragade),34,0,34,0.04
Andhra Pradesh,Kurnool,13,Manchalla Babuji,Republican Party of India (A),50,0,50,0.06
Andhra Pradesh,Kurnool,14,Ismail Mohammed,Independent,49,0,49,0.05
Andhra Pradesh,Kurnool,15,S.A.N. GANI,Independent,44,0,44,0.05
Andhra Pradesh,Kurnool,16,S.A. Gaffoor,Independent,135,0,135,0.15
Andhra Pradesh,Kurnool,17,K. Chandrakanth,Independent,185,0,185,0.21
Andhra Pradesh,Kurnool,18,S. Chandra Sekhar,Independent,52,0,52,0.06
Andhra Pradesh,Kurnool,19,Jangam Bharath Kumar,Independent,132,0,132,0.15
Andhra Pradesh,Nandyal,1,Dr CHINTHALA MOHAN RAO,Indian National Congress,741,0,741,0.53
Andhra Pradesh,Nandyal,2,Bhuma Brahmanandha Reddy,Telugu Desam,55470,0,55470,39.57
Andhra Pradesh,Nandyal,3,MALIKIREDDY SIVA SANKAR REDDY,Bharatiya Janata Party,856,0,856,0.61
Andhra Pradesh,Nandyal,4,SHILPA RAVI CHANDRA KISHORE REDDY,Yuvajana Sramika Rythu Congress Party,73851,0,73851,52.69
Andhra Pradesh,Nandyal,5,ATAULLAH KHAN,SOCIAL DEMOCRATIC PARTY OF INDIA,2145,0,2145,1.53
Andhra Pradesh,Nandyal,6,YELLA SUBBARAYUDU,B. C. United Front,541,0,541,0.39
Andhra Pradesh,Nandyal,7,RAGHAVENDRA,Samajwadi Party,82,0,82,0.06
Andhra Pradesh,Nandyal,8,SAJJALA SREEDHAR REDDY,Janasena Party,5043,0,5043,3.6
Andhra Pradesh,Panyam,9,SHAIK ABUBAKAR BASHA,All India Forward Bloc,94,0,94,0.08
Andhra Pradesh,Panyam,10,SHAIK GULAM MOHIDDIN JAFURULLA,Welfare Party Of India,176,0,176,0.15
Andhra Pradesh,Panyam,11,KURUVA RAVIKUMAR,Independent,115,0,115,0.1
Andhra Pradesh,Panyam,12,NAYAKANTI KATTUBADI JAYANNA,Independent,440,0,440,0.36
Andhra Pradesh,Panyam,13,REDDYPOGU AYYANNA,Independent,213,0,213,0.18
Andhra Pradesh,Panyam,14,NOTA,None of the Above,1367,0,1367,1.13
Andhra Pradesh,Kurnool,20,Jalli. Venkatesh. Valmiki,Independent,99,0,99,0.11
Andhra Pradesh,Kurnool,21,S. Nazeer Ahmmad,Independent,58,0,58,0.06
Andhra Pradesh,Kurnool,22,Puli Jacob,Independent,29,0,29,0.03
Andhra Pradesh,Kurnool,23,V.E. Raju,Independent,21,0,21,0.02
Andhra Pradesh,Kurnool,24,K.A. VIJAYA SARATHI,Independent,25,0,25,0.03
Andhra Pradesh,Kurnool,25,B. Sreenivasa Rao,Independent,69,0,69,0.08
Andhra Pradesh,Kurnool,26,Shaik Abdul Gafoor,Independent,30,0,30,0.03
Andhra Pradesh,Kurnool,27,Sandyapogu Raghavendra,Independent,28,0,28,0.03
Andhra Pradesh,Kurnool,28,B. Surya Prakash Reddy,Independent,19,0,19,0.02
Andhra Pradesh,Kurnool,29,NOTA,None of the Above,451,0,451,0.5
Andhra Pradesh,Nandyal,9,Attar Mohammad Parvez,Independent,61,0,61,0.04
Andhra Pradesh,Nandyal,10,DERENGULA CHANDRA SEKHAR,Independent,89,0,89,0.06
Andhra Pradesh,Nandyal,11,Peri Chinna Raju,Independent,85,0,85,0.06
Andhra Pradesh,Nandyal,12,MANJULA SUBBARAYUDU,Independent,81,0,81,0.06
Andhra Pradesh,Nandyal,13,RAVI CHANDRA REDDY,Independent,85,0,85,0.06
Andhra Pradesh,Nandyal,14,VANKIRI RAMA CHANDRUDU,Independent,197,0,197,0.14
Andhra Pradesh,Nandyal,15,VADURI UMAKANTH,Praja Shanthi Party,162,0,162,0.12
Andhra Pradesh,Nandyal,16,NOTA,None of the Above,679,0,679,0.48
Andhra Pradesh,Banaganapalle,1,KATASANI RAMI REDDY,Yuvajana Sramika Rythu Congress Party,82214,0,82214,51.07
Andhra Pradesh,Banaganapalle,2,B.C.JANARDHAN REDDY,Telugu Desam,71931,0,71931,44.68
Andhra Pradesh,Banaganapalle,3,PUTLURU HARI PRASAD REDDY,Indian National Congress,1823,0,1823,1.13
Andhra Pradesh,Banaganapalle,4,B.LINGANNA,Bharatiya Janata Party,375,0,375,0.23
Andhra Pradesh,Banaganapalle,5,ARAVINDA RANI,Janasena Party,1129,0,1129,0.7
Andhra Pradesh,Banaganapalle,6,GOGULA SUGUNAMMA,Samajwadi Party,75,0,75,0.05
Andhra Pradesh,Banaganapalle,7,SATYAMANNA GOPAGI,Republican Party of India,90,0,90,0.06
Andhra Pradesh,Banaganapalle,8,DATLA SRIRAMULU YADAV,Jateeya Sama Samajam Party,109,0,109,0.07
Andhra Pradesh,Banaganapalle,9,MALKIREDDY ASWARDHA REDDY,All India Forward Bloc,95,0,95,0.06
Andhra Pradesh,Banaganapalle,10,B.C.RAMANADHA REDDY,B. C. United Front,544,0,544,0.34
Andhra Pradesh,Banaganapalle,11,IDAMAKANTI NADIPI PAKKIR REDDY,Independent,183,0,183,0.11
Andhra Pradesh,Banaganapalle,12,BANDI BRAHMANANDA REDDY,Independent,108,0,108,0.07
Andhra Pradesh,Banaganapalle,13,K RAMUDU,Independent,116,0,116,0.07
Andhra Pradesh,Banaganapalle,14,G.SUBBARAYUDU,Independent,245,0,245,0.15
Andhra Pradesh,Banaganapalle,15,B SURENDRANATHA REDDY,Independent,584,0,584,0.36
Andhra Pradesh,Banaganapalle,16,NOTA,None of the Above,1357,0,1357,0.84
Andhra Pradesh,Dhone,1,Kambalapadu Ediga Prathap,Telugu Desam,44946,0,44946,36.82
Andhra Pradesh,Dhone,2,Buggana Raja Reddy,Yuvajana Sramika Rythu Congress Party,71371,0,71371,58.46
Andhra Pradesh,Dhone,3,K.Ramanjaneyulu,Communist Party of India,1842,0,1842,1.51
Andhra Pradesh,Dhone,4,Venkata Siva Reddy Gunapalle,Indian National Congress,1086,0,1086,0.89
Andhra Pradesh,Dhone,5,S V Ramana Rayal,Bharatiya Janata Party,409,0,409,0.34
Andhra Pradesh,Dhone,6,Bonala Rajendra,Praja Shanthi Party,130,0,130,0.11
Andhra Pradesh,Dhone,7,K.Ramachandra Reddy,Pyramid Party of India,75,0,75,0.06
Andhra Pradesh,Dhone,8,I.J.Venkata Ramana,Navataram Party,70,0,70,0.06
Andhra Pradesh,Pattikonda,1,EEDIGA RANGA GOUD,Bharatiya Janata Party,687,0,687,0.54
Andhra Pradesh,Pattikonda,2,KANGATI SREEDEVI,Yuvajana Sramika Rythu Congress Party,74570,0,74570,59.11
Andhra Pradesh,Pattikonda,3,BOYA KRANTHI NAIDU,Indian National Congress,1742,0,1742,1.38
Andhra Pradesh,Pattikonda,4,K E SHYAM KUMAR,Telugu Desam,45035,0,45035,35.7
Andhra Pradesh,Pattikonda,5,M K GEETHA KARANAM,Pyramid Party of India,301,0,301,0.24
Andhra Pradesh,Pattikonda,6,K L MURTHI,Janasena Party,1797,0,1797,1.42
Andhra Pradesh,Pattikonda,7,M KASANNA,Independent,270,0,270,0.21
Andhra Pradesh,Pattikonda,8,M RAJU,Independent,141,0,141,0.11
Andhra Pradesh,Dhone,9,Kamireddy Ranga Reddy,Independent,83,0,83,0.07
Andhra Pradesh,Dhone,10,Krishna Prasad,Independent,96,0,96,0.08
Andhra Pradesh,Dhone,11,Boya Hanumanthu,Independent,89,0,89,0.07
Andhra Pradesh,Dhone,12,T.Maddileti Naidu,Independent,143,0,143,0.12
Andhra Pradesh,Dhone,13,K.Srinivasa Reddy,Independent,132,0,132,0.11
Andhra Pradesh,Dhone,14,V.Sreenivasa Reddy,Independent,161,0,161,0.13
Andhra Pradesh,Dhone,15,Sudhakar Reddy,Independent,236,0,236,0.19
Andhra Pradesh,Dhone,16,NOTA,None of the Above,1209,0,1209,0.99
Andhra Pradesh,Kodumur,1,AREKANTI JEEVAN RAJ,Bahujan Samaj Party,3254,0,3254,2.61
Andhra Pradesh,Kodumur,2,JARADODDI SUDHAKAR,Yuvajana Sramika Rythu Congress Party,71866,0,71866,57.63
Andhra Pradesh,Kodumur,3,DAMODARAM RADHAKRISHNA MURTHY,Indian National Congress,2816,0,2816,2.26
Andhra Pradesh,Kodumur,4,BURLA. RAMANJANEYULU,Telugu Desam,42161,0,42161,33.81
Andhra Pradesh,Kodumur,5,MEESALA PREM KUMAR,Bharatiya Janata Party,1522,0,1522,1.22
Andhra Pradesh,Kodumur,6,P. ELISHA,Pyramid Party of India,205,0,205,0.16
Andhra Pradesh,Kodumur,7,R. KALAVATHI,Samajwadi Party,233,0,233,0.19
Andhra Pradesh,Kodumur,8,JOSHUA DANIEL,Praja Shanthi Party,458,0,458,0.37
Andhra Pradesh,Pattikonda,9,K.VIJAYA BHASKAR,Independent,206,0,206,0.16
Andhra Pradesh,Pattikonda,10,NOTA,None of the Above,1414,0,1414,1.12
Andhra Pradesh,Kodumur,9,K. CHANDRA SEKHAR,Independent,272,0,272,0.22
Andhra Pradesh,Kodumur,10,NOTA,None of the Above,1906,0,1906,1.53
Andhra Pradesh,Yemmiganur,1,KADIMETLA LAKSHMI NARAYANA REDDY,Indian National Congress,1951,0,1951,1.56
Andhra Pradesh,Yemmiganur,2,K CHENNAKESAVA REDDY,Yuvajana Sramika Rythu Congress Party,62730,0,62730,50.19
Andhra Pradesh,Yemmiganur,3,B JAYA NAGESWARA REDDY,Telugu Desam,52781,0,52781,42.23
Andhra Pradesh,Yemmiganur,4,K.R. MURAHARI REDDY,Bharatiya Janata Party,1705,0,1705,1.36
Andhra Pradesh,Yemmiganur,5,DEVANAKONDA MOHAMMAD YOUSUF,SOCIAL DEMOCRATIC PARTY OF INDIA,1537,0,1537,1.23
Andhra Pradesh,Yemmiganur,6,REKHA JAVVAJI,Janasena Party,2216,0,2216,1.77
Andhra Pradesh,Yemmiganur,7,Y J ERANNA,Independent,220,0,220,0.18
Andhra Pradesh,Yemmiganur,8,VADDE URUKUNDU,Independent,303,0,303,0.24
Andhra Pradesh,Yemmiganur,9,NOTA,None of the Above,1547,0,1547,1.24
Andhra Pradesh,Mantralayam,1,JALLI MADHUSUDAN,Bharatiya Janata Party,1571,0,1571,0.99
Andhra Pradesh,Mantralayam,2,PALAKURTHI THIKKA REDDY,Telugu Desam,62683,0,62683,39.55
Andhra Pradesh,Mantralayam,3,Y. BALANAGI REDDY,Yuvajana Sramika Rythu Congress Party,86428,0,86428,54.53
Andhra Pradesh,Mantralayam,4,SHIVA PRAKASH REDDY A.D.,Indian National Congress,1903,0,1903,1.2
Andhra Pradesh,Mantralayam,5,B. EEMANTU,Pyramid Party of India,453,0,453,0.29
Andhra Pradesh,Mantralayam,6,B. LAKSHMANNA,Janasena Party,1393,0,1393,0.88
Andhra Pradesh,Mantralayam,7,T. KESHAPPA,Independent,540,0,540,0.34
Andhra Pradesh,Mantralayam,8,G. YELLA REDDY,Independent,626,0,626,0.39
Andhra Pradesh,Mantralayam,9,NOTA,None of the Above,2904,0,2904,1.83
Andhra Pradesh,Adoni,1,KUNIGIRI NEELAKANTA,Bharatiya Janata Party,3792,0,3792,2.47
Andhra Pradesh,Adoni,2,KONKA MEENAKSHI NAIDU,Telugu Desam,60511,0,60511,39.42
Andhra Pradesh,Adoni,3,BOYA NEELAKANTAPPA,Indian National Congress,2126,0,2126,1.39
Andhra Pradesh,Adoni,4,Y. SAI PRASAD REDDY,Yuvajana Sramika Rythu Congress Party,72034,0,72034,46.93
Andhra Pradesh,Adoni,5,N. MALLAPPA,Janasena Party,11617,0,11617,7.57
Andhra Pradesh,Adoni,6,K. NARENDRA YADAV,Independent,190,0,190,0.12
Andhra Pradesh,Adoni,7,A. NOOR AHMED,Independent,251,0,251,0.16
Andhra Pradesh,Adoni,8,G.T.S. PRASAD YADAV,Independent,167,0,167,0.11
Andhra Pradesh,Adoni,9,FAIYAZ BASHA AMLIVALE,Independent,334,0,334,0.22
Andhra Pradesh,Adoni,10,M.D. FAROOQ HUSSAIN,Independent,196,0,196,0.13
Andhra Pradesh,Adoni,11,i. RAM MOHAN GOUD,Independent,792,0,792,0.52
Andhra Pradesh,Adoni,12,NOTA,None of the Above,1477,0,1477,0.96
Andhra Pradesh,Alur,1,D Asha Begum,Indian National Congress,2679,0,2679,1.47
Andhra Pradesh,Alur,2,Kotla Sujathamma,Telugu Desam,64213,0,64213,35.29
Andhra Pradesh,Alur,3,P Jayaram,Yuvajana Sramika Rythu Congress Party,103352,0,103352,56.81
Andhra Pradesh,Alur,4,Dumma Venkataramudu,Bharatiya Janata Party,1958,0,1958,1.08
Andhra Pradesh,Alur,5,B Jaya Ramudu,Praja Shanthi Party,1262,0,1262,0.69
Andhra Pradesh,Alur,6,S Venkappa,Janasena Party,3429,0,3429,1.88
Andhra Pradesh,Alur,7,Atla Babul Reddy,Independent,822,0,822,0.45
Andhra Pradesh,Alur,8,Avula Chandra Sekhar,Independent,302,0,302,0.17
Andhra Pradesh,Alur,9,Y Jayasree,Independent,496,0,496,0.27
Andhra Pradesh,Alur,10,H T Basavana Goud,Independent,572,0,572,0.31
Andhra Pradesh,Alur,11,NOTA,None of the Above,2854,0,2854,1.57
Andhra Pradesh,Rayadurg,1,KAPU RAMACHANDRA REDDY,Yuvajana Sramika Rythu Congress Party,92707,0,92707,50.41
Andhra Pradesh,Rayadurg,2,KALAVA SRINIVASULU,Telugu Desam,80959,0,80959,44.02
Andhra Pradesh,Rayadurg,3,M.B.CHINNAPPAYYA,Indian National Congress,2046,0,2046,1.11
Andhra Pradesh,Rayadurg,4,J.VASUNDARA,Bharatiya Janata Party,729,0,729,0.4
Andhra Pradesh,Rayadurg,5,MANJUNATH GOWD,Janasena Party,2120,0,2120,1.15
Andhra Pradesh,Rayadurg,6,M.SRINIVASULU,Pyramid Party of India,130,0,130,0.07
Andhra Pradesh,Rayadurg,7,KAVALI SREENIVASULU,Independent,133,0,133,0.07
Andhra Pradesh,Rayadurg,8,YADAV SREENIVASULU,Independent,278,0,278,0.15
Andhra Pradesh,Rayadurg,9,S.RAGHAVENDRA,Independent,786,0,786,0.43
Andhra Pradesh,Uravakonda,1,KOTHA SREENIVASULU,Bharatiya Janata Party,454,0,454,0.43
Andhra Pradesh,Uravakonda,2,PAYYAVULA KESHAV,Telugu Desam,50018,0,50018,47.55
Andhra Pradesh,Uravakonda,3,PODAPATI RAMA NAIDU,Indian National Congress,1311,0,1311,1.25
Andhra Pradesh,Uravakonda,4,Y.VISWESWARA REDDY,Yuvajana Sramika Rythu Congress Party,50228,0,50228,47.75
Andhra Pradesh,Uravakonda,5,D SHIVA KUMAR,Pyramid Party of India,219,0,219,0.21
Andhra Pradesh,Uravakonda,6,Viswanatha Reddy. K,Praja Shanthi Party,117,0,117,0.11
Andhra Pradesh,Uravakonda,7,Sake RaviKumar,Janasena Party,871,0,871,0.83
Andhra Pradesh,Uravakonda,8,Kummathi Hanumantha Reddy,Independent,54,0,54,0.05
Andhra Pradesh,Rayadurg,10,RAMCHANDRAREDDY.U,Independent,311,0,311,0.17
Andhra Pradesh,Rayadurg,11,C.SRINIVASULU,Independent,488,0,488,0.27
Andhra Pradesh,Rayadurg,12,NOTA,None of the Above,3212,0,3212,1.75
Andhra Pradesh,Uravakonda,9,KURUBA LALEPPA,Independent,57,0,57,0.05
Andhra Pradesh,Uravakonda,10,MOLAKA BALA RAMANJINEYULU,Independent,66,0,66,0.06
Andhra Pradesh,Uravakonda,11,B. Rajesh,Independent,62,0,62,0.06
Andhra Pradesh,Uravakonda,12,D. RADHA,Independent,319,0,319,0.3
Andhra Pradesh,Uravakonda,13,V. Keshava Narayana,Independent,124,0,124,0.12
Andhra Pradesh,Uravakonda,14,M. VISWESWARAIAH,Independent,157,0,157,0.15
Andhra Pradesh,Uravakonda,15,S. Venkateswara,Independent,239,0,239,0.23
Andhra Pradesh,Uravakonda,16,NOTA,None of the Above,894,0,894,0.85
Andhra Pradesh,Guntakal,1,R Jitendra Gowd,Telugu Desam,47033,0,47033,30.66
Andhra Pradesh,Guntakal,2,Pasupula Hariharanath,Bharatiya Janata Party,961,0,961,0.63
Andhra Pradesh,Guntakal,3,K Prabhakar,Indian National Congress,1766,0,1766,1.15
Andhra Pradesh,Guntakal,4,Y. VENKATARAMA REDDY,Yuvajana Sramika Rythu Congress Party,86815,0,86815,56.6
Andhra Pradesh,Guntakal,5,KOTRIKE MADHUSUDAN,Janasena Party,14811,0,14811,9.66
Andhra Pradesh,Guntakal,6,Gopa Hemalatha,Pyramid Party of India,138,0,138,0.09
Andhra Pradesh,Guntakal,7,P Venkatesh,Jai Swaraj Party,78,0,78,0.05
Andhra Pradesh,Guntakal,8,Akula Murali Krishna,Independent,59,0,59,0.04
Andhra Pradesh,Tadipatri,1,ASHMIT REDDY.J.C.,Telugu Desam,43493,0,43493,43.3
Andhra Pradesh,Tadipatri,2,Gujjala Nagi Reddy,Indian National Congress,1030,0,1030,1.03
Andhra Pradesh,Tadipatri,3,JANGAMREDDY.ANKAL REDDY,Bharatiya Janata Party,910,0,910,0.91
Andhra Pradesh,Tadipatri,4,K. PEDDA REDDY,Yuvajana Sramika Rythu Congress Party,51999,0,51999,51.77
Andhra Pradesh,Tadipatri,5,KADIRI.SREEKANTH REDDY,Janasena Party,1078,0,1078,1.07
Andhra Pradesh,Tadipatri,6,B. Jagadeeswara Reddy,All India Forward Bloc,134,0,134,0.13
Andhra Pradesh,Tadipatri,7,PALURU. NEELAKANTA. ACHARI,Independent,75,0,75,0.07
Andhra Pradesh,Tadipatri,8,Bingi Prasad,Independent,232,0,232,0.23
Andhra Pradesh,Guntakal,9,Kallamadi Satya Sudarshan Gupta,Independent,71,0,71,0.05
Andhra Pradesh,Guntakal,10,Thanniru Sreenivasulu,Independent,134,0,134,0.09
Andhra Pradesh,Guntakal,11,S Rammohan,Independent,133,0,133,0.09
Andhra Pradesh,Guntakal,12,M Ramanjaneyulu,Independent,196,0,196,0.13
